history_id,opportunity_id,stage,entered_at,exited_at
H003543,O00914,Qualification,2025-10-29,2025-10-31
H003544,O00914,Proposal,2025-10-31,2025-11-20
H003545,O00914,Negotiation,2025-11-20,2026-02-04
H003546,O00914,Closed Lost,2026-02-04,
H003547,O00915,Prospecting,2026-02-23,2026-03-26
H003548,O00915,Qualification,2026-03-26,2026-04-03
H003549,O00915,Proposal,2026-04-03,2026-04-03
H003550,O00915,Negotiation,2026-04-03,2026-05-16
H003551,O00915,Closed Won,2026-05-16,
H003552,O00916,Prospecting,2024-10-01,2024-10-06
H003553,O00916,Qualification,2024-10-06,2024-10-10
H003554,O00916,Proposal,2024-10-10,2024-11-04
H003555,O00916,Negotiation,2024-11-04,2024-11-18
H003556,O00916,Closed Won,2024-11-18,
H003557,O00917,Prospecting,2026-05-08,2026-05-08
H003558,O00917,Qualification,2026-05-08,
H003559,O00918,Prospecting,2025-11-02,2025-11-06
H003560,O00918,Qualification,2025-11-06,2025-11-23
H003561,O00918,Proposal,2025-11-23,2025-12-21
H003562,O00918,Negotiation,2025-12-21,2026-01-29
H003563,O00918,Closed Won,2026-01-29,
H003564,O00919,Prospecting,2026-04-02,2026-05-29
H003565,O00919,Qualification,2026-05-29,
H003566,O00920,Prospecting,2024-09-13,2024-09-18
H003567,O00920,Qualification,2024-09-18,2024-09-19
H003568,O00920,Proposal,2024-09-19,2024-10-04
H003569,O00920,Negotiation,2024-10-04,2024-10-11
H003570,O00920,Closed Won,2024-10-11,
H003571,O00921,Prospecting,2026-04-11,
H003572,O00922,Prospecting,2026-01-03,2026-01-08
H003573,O00922,Qualification,2026-01-08,2026-01-30
H003574,O00922,Proposal,2026-01-30,2026-02-12
H003575,O00922,Negotiation,2026-02-12,2026-02-19
H003576,O00922,Closed Lost,2026-02-19,
H003577,O00923,Prospecting,2026-01-20,2026-02-16
H003578,O00923,Qualification,2026-02-16,2026-03-02
H003579,O00923,Proposal,2026-03-02,2026-03-24
H003580,O00923,Negotiation,2026-03-24,2026-05-01
H003581,O00923,Closed Lost,2026-05-01,
H003582,O00924,Prospecting,2026-04-09,2026-04-23
H003583,O00924,Qualification,2026-04-23,2026-05-08
H003584,O00924,Proposal,2026-05-08,
H003585,O00925,Prospecting,2026-03-25,2026-04-04
H003586,O00925,Qualification,2026-04-04,2026-04-25
H003587,O00925,Proposal,2026-04-25,2026-05-29
H003588,O00925,Negotiation,2026-05-29,
H003589,O00926,Prospecting,2025-04-16,2025-04-24
H003590,O00926,Qualification,2025-04-24,2025-04-30
H003591,O00926,Proposal,2025-04-30,2025-06-17
H003592,O00926,Negotiation,2025-06-17,2025-07-01
H003593,O00926,Closed Won,2025-07-01,
H003594,O00927,Prospecting,2025-08-27,2025-09-14
H003595,O00927,Qualification,2025-09-14,2025-10-24
H003596,O00927,Proposal,2025-10-24,2025-11-15
H003597,O00927,Negotiation,2025-11-15,2025-11-22
H003598,O00927,Closed Won,2025-11-22,
H003599,O00928,Prospecting,2026-03-22,2026-05-29
H003600,O00928,Qualification,2026-05-29,
H003601,O00929,Prospecting,2025-01-25,2025-02-09
H003602,O00929,Qualification,2025-02-09,2025-03-01
H003603,O00929,Proposal,2025-03-01,2025-03-06
H003604,O00929,Negotiation,2025-03-06,2025-03-15
H003605,O00929,Closed Lost,2025-03-15,
H003606,O00930,Prospecting,2024-05-06,2024-05-16
H003607,O00930,Qualification,2024-05-16,2024-06-04
H003608,O00930,Proposal,2024-06-04,2024-06-22
H003609,O00930,Negotiation,2024-06-22,2024-07-18
H003610,O00930,Closed Won,2024-07-18,
H003611,O00931,Prospecting,2026-03-09,2026-03-10
H003612,O00931,Qualification,2026-03-10,2026-03-28
H003613,O00931,Proposal,2026-03-28,2026-04-24
H003614,O00931,Closed Lost,2026-04-24,
H003615,O00932,Prospecting,2026-01-23,2026-01-26
H003616,O00932,Qualification,2026-01-26,2026-01-30
H003617,O00932,Proposal,2026-01-30,2026-02-04
H003618,O00932,Negotiation,2026-02-04,2026-03-11
H003619,O00932,Closed Won,2026-03-11,
H003620,O00933,Prospecting,2026-03-07,2026-03-12
H003621,O00933,Qualification,2026-03-12,2026-04-25
H003622,O00933,Proposal,2026-04-25,2026-05-29
H003623,O00933,Negotiation,2026-05-29,
H003624,O00934,Prospecting,2024-08-22,2024-09-09
H003625,O00934,Qualification,2024-09-09,2024-10-02
H003626,O00934,Proposal,2024-10-02,2024-10-04
H003627,O00934,Negotiation,2024-10-04,2024-10-17
H003628,O00934,Closed Won,2024-10-17,
H003629,O00935,Prospecting,2024-11-21,2025-02-22
H003630,O00935,Closed Lost,2025-02-22,
H003631,O00936,Prospecting,2024-05-23,2024-07-01
H003632,O00936,Qualification,2024-07-01,2024-07-19
H003633,O00936,Closed Lost,2024-07-19,
H003634,O00937,Prospecting,2024-11-05,2024-11-14
H003635,O00937,Qualification,2024-11-14,2024-11-22
H003636,O00937,Proposal,2024-11-22,2024-12-22
H003637,O00937,Closed Lost,2024-12-22,
H003638,O00938,Prospecting,2024-09-21,2024-10-13
H003639,O00938,Closed Lost,2024-10-13,
H003640,O00939,Prospecting,2026-03-09,2026-05-27
H003641,O00939,Qualification,2026-05-27,2026-05-30
H003642,O00939,Proposal,2026-05-30,
H003643,O00940,Prospecting,2025-04-07,2025-07-09
H003644,O00940,Closed Lost,2025-07-09,
H003645,O00941,Prospecting,2024-07-29,2024-09-18
H003646,O00941,Qualification,2024-09-18,2024-09-30
H003647,O00941,Proposal,2024-09-30,2024-10-21
H003648,O00941,Negotiation,2024-10-21,2024-10-22
H003649,O00941,Closed Won,2024-10-22,
H003650,O00942,Prospecting,2024-10-03,2024-11-23
H003651,O00942,Qualification,2024-11-23,2024-12-07
H003652,O00942,Proposal,2024-12-07,2025-01-25
H003653,O00942,Closed Lost,2025-01-25,
H003654,O00943,Prospecting,2025-06-16,2025-06-16
H003655,O00943,Qualification,2025-06-16,2025-06-24
H003656,O00943,Proposal,2025-06-24,2025-07-08
H003657,O00943,Closed Lost,2025-07-08,
H003658,O00944,Prospecting,2025-03-31,2025-05-30
H003659,O00944,Qualification,2025-05-30,2025-06-09
H003660,O00944,Proposal,2025-06-09,2025-06-20
H003661,O00944,Negotiation,2025-06-20,2025-07-15
H003662,O00944,Closed Won,2025-07-15,
H003663,O00945,Prospecting,2024-09-29,2024-10-10
H003664,O00945,Qualification,2024-10-10,2024-11-30
H003665,O00945,Proposal,2024-11-30,2025-01-18
H003666,O00945,Negotiation,2025-01-18,2025-01-25
H003667,O00945,Closed Won,2025-01-25,
H003668,O00946,Prospecting,2026-04-12,2026-04-20
H003669,O00946,Qualification,2026-04-20,2026-04-21
H003670,O00946,Proposal,2026-04-21,
H003671,O00947,Prospecting,2024-05-28,2024-06-05
H003672,O00947,Qualification,2024-06-05,2024-07-28
H003673,O00947,Proposal,2024-07-28,2024-07-28
H003674,O00947,Negotiation,2024-07-28,2024-08-01
H003675,O00947,Closed Won,2024-08-01,
H003676,O00948,Prospecting,2024-06-20,2024-07-03
H003677,O00948,Qualification,2024-07-03,2024-07-15
H003678,O00948,Proposal,2024-07-15,2024-08-14
H003679,O00948,Negotiation,2024-08-14,2024-08-27
H003680,O00948,Closed Lost,2024-08-27,
H003681,O00949,Prospecting,2024-09-02,2024-10-14
H003682,O00949,Qualification,2024-10-14,2024-11-27
H003683,O00949,Closed Lost,2024-11-27,
H003684,O00950,Prospecting,2024-08-01,2024-08-06
H003685,O00950,Qualification,2024-08-06,2024-08-22
H003686,O00950,Proposal,2024-08-22,2024-09-16
H003687,O00950,Closed Lost,2024-09-16,
H003688,O00951,Prospecting,2026-03-14,2026-04-16
H003689,O00951,Qualification,2026-04-16,2026-05-18
H003690,O00951,Proposal,2026-05-18,
H003691,O00952,Prospecting,2025-06-04,2025-07-02
H003692,O00952,Qualification,2025-07-02,2025-07-07
H003693,O00952,Proposal,2025-07-07,2025-08-09
H003694,O00952,Negotiation,2025-08-09,2025-09-15
H003695,O00952,Closed Lost,2025-09-15,
H003696,O00953,Prospecting,2024-10-07,2024-10-12
H003697,O00953,Qualification,2024-10-12,2024-12-11
H003698,O00953,Proposal,2024-12-11,2024-12-15
H003699,O00953,Negotiation,2024-12-15,2025-01-01
H003700,O00953,Closed Won,2025-01-01,
H003701,O00954,Prospecting,2025-07-04,2025-08-11
H003702,O00954,Qualification,2025-08-11,2025-08-13
H003703,O00954,Closed Lost,2025-08-13,
H003704,O00955,Prospecting,2024-10-14,2024-10-24
H003705,O00955,Qualification,2024-10-24,2024-11-04
H003706,O00955,Proposal,2024-11-04,2024-11-13
H003707,O00955,Negotiation,2024-11-13,2024-11-17
H003708,O00955,Closed Won,2024-11-17,
H003709,O00956,Prospecting,2025-08-25,2025-08-28
H003710,O00956,Qualification,2025-08-28,2025-09-03
H003711,O00956,Proposal,2025-09-03,2025-09-06
H003712,O00956,Negotiation,2025-09-06,2025-09-17
H003713,O00956,Closed Won,2025-09-17,
H003714,O00957,Prospecting,2025-04-23,2025-04-25
H003715,O00957,Qualification,2025-04-25,2025-05-02
H003716,O00957,Proposal,2025-05-02,2025-05-13
H003717,O00957,Negotiation,2025-05-13,2025-05-14
H003718,O00957,Closed Won,2025-05-14,
H003719,O00958,Prospecting,2026-02-12,2026-05-20
H003720,O00958,Closed Lost,2026-05-20,
H003721,O00959,Prospecting,2026-01-19,2026-03-26
H003722,O00959,Closed Lost,2026-03-26,
H003723,O00960,Prospecting,2024-09-24,2024-10-04
H003724,O00960,Qualification,2024-10-04,2024-10-19
H003725,O00960,Proposal,2024-10-19,2024-10-20
H003726,O00960,Negotiation,2024-10-20,2024-10-30
H003727,O00960,Closed Won,2024-10-30,
H003728,O00961,Prospecting,2025-03-05,2025-04-22
H003729,O00961,Qualification,2025-04-22,2025-04-27
H003730,O00961,Proposal,2025-04-27,2025-05-05
H003731,O00961,Negotiation,2025-05-05,2025-06-17
H003732,O00961,Closed Won,2025-06-17,
H003733,O00962,Prospecting,2025-05-19,2025-07-12
H003734,O00962,Qualification,2025-07-12,2025-07-13
H003735,O00962,Proposal,2025-07-13,2025-07-20
H003736,O00962,Negotiation,2025-07-20,2025-08-01
H003737,O00962,Closed Won,2025-08-01,
H003738,O00963,Prospecting,2024-05-15,2024-05-25
H003739,O00963,Qualification,2024-05-25,2024-06-01
H003740,O00963,Proposal,2024-06-01,2024-06-19
H003741,O00963,Negotiation,2024-06-19,2024-06-27
H003742,O00963,Closed Won,2024-06-27,
H003743,O00964,Prospecting,2025-12-13,2026-01-03
H003744,O00964,Qualification,2026-01-03,2026-02-05
H003745,O00964,Proposal,2026-02-05,2026-02-13
H003746,O00964,Negotiation,2026-02-13,2026-03-23
H003747,O00964,Closed Won,2026-03-23,
H003748,O00965,Prospecting,2025-04-11,2025-06-04
H003749,O00965,Qualification,2025-06-04,2025-06-13
H003750,O00965,Closed Lost,2025-06-13,
H003751,O00966,Prospecting,2025-10-14,2025-10-15
H003752,O00966,Qualification,2025-10-15,2025-11-09
H003753,O00966,Proposal,2025-11-09,2025-12-16
H003754,O00966,Closed Lost,2025-12-16,
H003755,O00967,Prospecting,2024-09-01,2024-09-11
H003756,O00967,Qualification,2024-09-11,2024-09-15
H003757,O00967,Proposal,2024-09-15,2024-10-05
H003758,O00967,Closed Lost,2024-10-05,
H003759,O00968,Prospecting,2026-03-25,2026-03-26
H003760,O00968,Qualification,2026-03-26,2026-04-08
H003761,O00968,Proposal,2026-04-08,2026-05-20
H003762,O00968,Negotiation,2026-05-20,
H003763,O00969,Prospecting,2026-05-13,
H003764,O00970,Prospecting,2024-10-17,2024-12-22
H003765,O00970,Qualification,2024-12-22,2025-01-05
H003766,O00970,Proposal,2025-01-05,2025-01-15
H003767,O00970,Negotiation,2025-01-15,2025-02-01
H003768,O00970,Closed Won,2025-02-01,
H003769,O00971,Prospecting,2025-06-15,2025-06-25
H003770,O00971,Qualification,2025-06-25,2025-06-27
H003771,O00971,Proposal,2025-06-27,2025-06-28
H003772,O00971,Negotiation,2025-06-28,2025-07-11
H003773,O00971,Closed Won,2025-07-11,
H003774,O00972,Prospecting,2025-11-21,2025-12-22
H003775,O00972,Qualification,2025-12-22,2026-01-07
H003776,O00972,Proposal,2026-01-07,2026-01-09
H003777,O00972,Negotiation,2026-01-09,2026-01-12
H003778,O00972,Closed Won,2026-01-12,
H003779,O00973,Prospecting,2025-01-04,2025-01-11
H003780,O00973,Qualification,2025-01-11,2025-01-19
H003781,O00973,Proposal,2025-01-19,2025-02-06
H003782,O00973,Negotiation,2025-02-06,2025-02-13
H003783,O00973,Closed Lost,2025-02-13,
H003784,O00974,Prospecting,2025-12-21,2026-03-06
H003785,O00974,Qualification,2026-03-06,2026-04-12
H003786,O00974,Closed Lost,2026-04-12,
H003787,O00975,Prospecting,2024-08-14,2024-08-24
H003788,O00975,Qualification,2024-08-24,2024-09-08
H003789,O00975,Proposal,2024-09-08,2024-10-17
H003790,O00975,Negotiation,2024-10-17,2024-11-09
H003791,O00975,Closed Lost,2024-11-09,
H003792,O00976,Prospecting,2026-04-14,2026-04-19
H003793,O00976,Qualification,2026-04-19,2026-05-25
H003794,O00976,Proposal,2026-05-25,
H003795,O00977,Prospecting,2025-02-23,2025-05-15
H003796,O00977,Qualification,2025-05-15,2025-05-16
H003797,O00977,Closed Lost,2025-05-16,
H003798,O00978,Prospecting,2025-09-19,2025-10-18
H003799,O00978,Qualification,2025-10-18,2025-11-24
H003800,O00978,Proposal,2025-11-24,2025-12-18
H003801,O00978,Negotiation,2025-12-18,2026-01-02
H003802,O00978,Closed Won,2026-01-02,
H003803,O00979,Prospecting,2025-07-04,2025-07-10
H003804,O00979,Qualification,2025-07-10,2025-08-22
H003805,O00979,Proposal,2025-08-22,2025-09-04
H003806,O00979,Closed Lost,2025-09-04,
H003807,O00980,Prospecting,2024-08-15,2024-09-14
H003808,O00980,Qualification,2024-09-14,2024-09-16
H003809,O00980,Proposal,2024-09-16,2024-10-01
H003810,O00980,Negotiation,2024-10-01,2024-10-08
H003811,O00980,Closed Lost,2024-10-08,
H003812,O00981,Prospecting,2024-08-09,2024-11-19
H003813,O00981,Closed Lost,2024-11-19,
H003814,O00982,Prospecting,2026-04-24,2026-05-15
H003815,O00982,Qualification,2026-05-15,2026-05-23
H003816,O00982,Proposal,2026-05-23,2026-05-25
H003817,O00982,Negotiation,2026-05-25,
H003818,O00983,Prospecting,2025-07-17,2025-11-13
H003819,O00983,Closed Lost,2025-11-13,
H003820,O00984,Prospecting,2026-03-05,2026-04-04
H003821,O00984,Qualification,2026-04-04,2026-05-03
H003822,O00984,Proposal,2026-05-03,2026-05-28
H003823,O00984,Negotiation,2026-05-28,
H003824,O00985,Prospecting,2025-01-25,2025-04-22
H003825,O00985,Qualification,2025-04-22,2025-05-06
H003826,O00985,Closed Lost,2025-05-06,
H003827,O00986,Prospecting,2025-09-24,2025-10-19
H003828,O00986,Qualification,2025-10-19,2025-10-25
H003829,O00986,Proposal,2025-10-25,2025-10-29
H003830,O00986,Negotiation,2025-10-29,2025-11-05
H003831,O00986,Closed Won,2025-11-05,
H003832,O00987,Prospecting,2026-03-13,2026-03-28
H003833,O00987,Qualification,2026-03-28,2026-05-02
H003834,O00987,Proposal,2026-05-02,2026-05-11
H003835,O00987,Negotiation,2026-05-11,
H003836,O00988,Prospecting,2026-04-17,2026-04-21
H003837,O00988,Qualification,2026-04-21,
H003838,O00989,Prospecting,2025-11-25,2025-11-29
H003839,O00989,Qualification,2025-11-29,2026-01-21
H003840,O00989,Closed Lost,2026-01-21,
H003841,O00990,Prospecting,2026-04-22,2026-05-07
H003842,O00990,Qualification,2026-05-07,2026-05-12
H003843,O00990,Proposal,2026-05-12,
H003844,O00991,Prospecting,2026-01-19,2026-03-17
H003845,O00991,Closed Lost,2026-03-17,
H003846,O00992,Prospecting,2024-05-27,2024-06-08
H003847,O00992,Qualification,2024-06-08,2024-07-04
H003848,O00992,Proposal,2024-07-04,2024-07-14
H003849,O00992,Negotiation,2024-07-14,2024-07-21
H003850,O00992,Closed Won,2024-07-21,
H003851,O00993,Prospecting,2024-05-22,2024-06-13
H003852,O00993,Qualification,2024-06-13,2024-06-19
H003853,O00993,Proposal,2024-06-19,2024-07-11
H003854,O00993,Negotiation,2024-07-11,2024-07-12
H003855,O00993,Closed Won,2024-07-12,
H003856,O00994,Prospecting,2025-12-11,2026-01-06
H003857,O00994,Qualification,2026-01-06,2026-03-01
H003858,O00994,Proposal,2026-03-01,2026-03-19
H003859,O00994,Negotiation,2026-03-19,2026-03-21
H003860,O00994,Closed Lost,2026-03-21,
H003861,O00995,Prospecting,2025-05-01,2025-05-12
H003862,O00995,Qualification,2025-05-12,2025-07-16
H003863,O00995,Proposal,2025-07-16,2025-07-27
H003864,O00995,Negotiation,2025-07-27,2025-07-29
H003865,O00995,Closed Won,2025-07-29,
H003866,O00996,Prospecting,2025-10-02,2025-10-14
H003867,O00996,Qualification,2025-10-14,2025-10-29
H003868,O00996,Proposal,2025-10-29,2026-01-09
H003869,O00996,Negotiation,2026-01-09,2026-01-30
H003870,O00996,Closed Won,2026-01-30,
H003871,O00997,Prospecting,2025-08-20,2025-09-10
H003872,O00997,Qualification,2025-09-10,2025-09-11
H003873,O00997,Proposal,2025-09-11,2025-10-07
H003874,O00997,Closed Lost,2025-10-07,
H003875,O00998,Prospecting,2025-08-03,2025-09-15
H003876,O00998,Qualification,2025-09-15,2025-10-06
H003877,O00998,Proposal,2025-10-06,2025-10-23
H003878,O00998,Negotiation,2025-10-23,2025-11-02
H003879,O00998,Closed Won,2025-11-02,
H003880,O00999,Prospecting,2025-01-14,2025-04-16
H003881,O00999,Closed Lost,2025-04-16,
H003882,O01000,Prospecting,2025-03-14,2025-03-31
H003883,O01000,Qualification,2025-03-31,2025-04-06
H003884,O01000,Proposal,2025-04-06,2025-05-14
H003885,O01000,Negotiation,2025-05-14,2025-05-30
H003886,O01000,Closed Won,2025-05-30,
H003887,O01001,Prospecting,2025-12-22,2025-12-27
H003888,O01001,Qualification,2025-12-27,2026-03-12
H003889,O01001,Proposal,2026-03-12,2026-04-08
H003890,O01001,Closed Lost,2026-04-08,
H003891,O01002,Prospecting,2025-06-28,2025-08-19
H003892,O01002,Qualification,2025-08-19,2025-09-23
H003893,O01002,Closed Lost,2025-09-23,
H003894,O01003,Prospecting,2024-08-31,2024-10-17
H003895,O01003,Qualification,2024-10-17,2024-11-17
H003896,O01003,Proposal,2024-11-17,2024-11-17
H003897,O01003,Negotiation,2024-11-17,2024-11-22
H003898,O01003,Closed Won,2024-11-22,
H003899,O01004,Prospecting,2024-11-04,2025-01-06
H003900,O01004,Closed Lost,2025-01-06,
H003901,O01005,Prospecting,2025-06-16,2025-07-04
H003902,O01005,Qualification,2025-07-04,2025-07-19
H003903,O01005,Proposal,2025-07-19,2025-08-07
H003904,O01005,Negotiation,2025-08-07,2025-08-08
H003905,O01005,Closed Won,2025-08-08,
H003906,O01006,Prospecting,2026-03-09,
H003907,O01007,Prospecting,2024-05-29,2024-06-09
H003908,O01007,Qualification,2024-06-09,2024-07-18
H003909,O01007,Proposal,2024-07-18,2024-07-24
H003910,O01007,Negotiation,2024-07-24,2024-07-27
H003911,O01007,Closed Won,2024-07-27,
H003912,O01008,Prospecting,2026-03-14,2026-03-27
H003913,O01008,Qualification,2026-03-27,
H003914,O01009,Prospecting,2025-07-30,2025-08-29
H003915,O01009,Qualification,2025-08-29,2025-09-02
H003916,O01009,Proposal,2025-09-02,2025-09-04
H003917,O01009,Negotiation,2025-09-04,2025-09-07
H003918,O01009,Closed Won,2025-09-07,
H003919,O01010,Prospecting,2024-11-01,2024-12-24
H003920,O01010,Qualification,2024-12-24,2025-01-04
H003921,O01010,Proposal,2025-01-04,2025-02-05
H003922,O01010,Negotiation,2025-02-05,2025-02-16
H003923,O01010,Closed Won,2025-02-16,
H003924,O01011,Prospecting,2026-05-11,2026-05-12
H003925,O01011,Qualification,2026-05-12,2026-05-15
H003926,O01011,Proposal,2026-05-15,2026-05-24
H003927,O01011,Negotiation,2026-05-24,
H003928,O01012,Prospecting,2026-03-07,2026-05-14
H003929,O01012,Qualification,2026-05-14,2026-05-24
H003930,O01012,Proposal,2026-05-24,
H003931,O01013,Prospecting,2024-08-02,2024-09-15
H003932,O01013,Qualification,2024-09-15,2024-10-01
H003933,O01013,Proposal,2024-10-01,2024-10-27
H003934,O01013,Closed Lost,2024-10-27,
H003935,O01014,Prospecting,2024-11-19,2024-11-25
H003936,O01014,Qualification,2024-11-25,2024-12-21
H003937,O01014,Proposal,2024-12-21,2024-12-22
H003938,O01014,Negotiation,2024-12-22,2025-02-04
H003939,O01014,Closed Won,2025-02-04,
H003940,O01015,Prospecting,2025-03-10,2025-03-12
H003941,O01015,Qualification,2025-03-12,2025-04-15
H003942,O01015,Proposal,2025-04-15,2025-04-27
H003943,O01015,Negotiation,2025-04-27,2025-05-18
H003944,O01015,Closed Lost,2025-05-18,
H003945,O01016,Prospecting,2025-11-07,2025-11-11
H003946,O01016,Qualification,2025-11-11,2026-02-08
H003947,O01016,Closed Lost,2026-02-08,
H003948,O01017,Prospecting,2024-06-23,2024-07-08
H003949,O01017,Qualification,2024-07-08,2024-07-25
H003950,O01017,Proposal,2024-07-25,2024-08-08
H003951,O01017,Negotiation,2024-08-08,2024-09-19
H003952,O01017,Closed Won,2024-09-19,
H003953,O01018,Prospecting,2024-12-13,2025-01-03
H003954,O01018,Qualification,2025-01-03,2025-01-06
H003955,O01018,Proposal,2025-01-06,2025-01-25
H003956,O01018,Closed Lost,2025-01-25,
H003957,O01019,Prospecting,2024-08-28,2024-09-22
H003958,O01019,Qualification,2024-09-22,2024-11-23
H003959,O01019,Proposal,2024-11-23,2024-11-25
H003960,O01019,Negotiation,2024-11-25,2024-12-14
H003961,O01019,Closed Won,2024-12-14,
H003962,O01020,Prospecting,2024-06-15,2024-07-02
H003963,O01020,Qualification,2024-07-02,2024-08-01
H003964,O01020,Proposal,2024-08-01,2024-08-16
H003965,O01020,Negotiation,2024-08-16,2024-08-25
H003966,O01020,Closed Won,2024-08-25,
H003967,O01021,Prospecting,2026-04-10,2026-04-23
H003968,O01021,Qualification,2026-04-23,
H003969,O01022,Prospecting,2025-09-12,2025-09-29
H003970,O01022,Qualification,2025-09-29,2025-10-09
H003971,O01022,Proposal,2025-10-09,2025-10-12
H003972,O01022,Negotiation,2025-10-12,2025-10-26
H003973,O01022,Closed Won,2025-10-26,
H003974,O01023,Prospecting,2024-08-27,2024-09-02
H003975,O01023,Qualification,2024-09-02,2024-09-07
H003976,O01023,Proposal,2024-09-07,2024-09-12
H003977,O01023,Negotiation,2024-09-12,2024-09-30
H003978,O01023,Closed Won,2024-09-30,
H003979,O01024,Prospecting,2025-06-12,2025-07-10
H003980,O01024,Qualification,2025-07-10,2025-09-12
H003981,O01024,Proposal,2025-09-12,2025-09-28
H003982,O01024,Closed Lost,2025-09-28,
